,Job_Title,Company_Name,Job_Description
2165,Senior iOS Mobile Developer,infasme.com,"Full Time · Experienced · 5-6 Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · iOS · Software · Development · UI · React · Design · Angular · Leadership - October 31, 2020"
2166,"Front End Developer "" React.JS""",Div Systems,"Full Time · Experienced · 2-4 Yrs of Exp · Computer Science · React.js · Software Development · Information Technology (IT) · javaScript · IT/Software Development · Engineering - Telecom/Technology - October 15, 2020"
2167,Odoo Developer,MidEast Communication Systems,"Full Time · Entry Level · 1+ Yrs of Exp · Odoo · Information Technology (IT) · Linux · Engineering · Python · Computer Science · HTML · CSS · Git · Software Development · PostgreSQL · Programming - November 16, 2020"
2168,Senior (SQA) Software Quality Assurance Engineer,NAOS Marketing,"Full Time · Experienced · 4+ Yrs of Exp · Engineering · Quality Assurance · Computer Science · Software Development · Testing · Agile · TFS · Quality · Software · Selenium · SQL · MS-SQL - October 11, 2020"
2169,Senior PHP Developer - (Laravel),Tocaan,"Full Time · Work From Home · Experienced · 5+ Yrs of Exp · Startup · PHP · MVC · Azure · MySQL · HTML · CSS · jQuery · Laravel · WordPress · OOP · CMS · AWS · Git · REST · Agile · ci/cd - October 11, 2020"
2170,Senior Full Stack Developer,IT Cores,"Full Time · Experienced · 3-5 Yrs of Exp · Software Development · .NET · Computer Science · Engineering · WCF · WebAPI · JSON · Angular JS · jQuery · AJAX · HTML5 · MVC · C# · ASP.NET · SQL - October 5, 2020"
2171,React Native Mobile Developer,Paynas,"Full Time · Entry Level · 2-4 Yrs of Exp · Information Technology (IT) · Computer Science · React Native · Software Development · UI · UX · React · UI/UX · React JS · English - November 15, 2020"
2172,Senior IT Specialist, ,"Full Time · Experienced · 3-5 Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Technical · Computer · Security · Network · Engineering · Data Security - October 5, 2020"
2173,Senior .Net Developer,Teqneyat,"Full Time · Experienced · 6+ Yrs of Exp · .NET · Web Development · Microsoft Office · Microsoft Excel · HTML · HTML5 · CSS · CSS3 · AJAX · javaScript · JQuery · XML · JSON · C# · ASP.NET - October 21, 2020"
2174,Senior Java Developer,Nejmo,"Full Time · Experienced · 4-5 Yrs of Exp · Java · Information Technology (IT) · MySQL · Development · Computer Science · Software Development · Engineering · NoSQL · AWS · RESTful · Scrum - October 11, 2020"
2175,SharePoint Developer,DBS,"Full Time · Experienced · 4+ Yrs of Exp · Information Technology (IT) · SharePoint · .NET · Computer Science · Development · RESTful APIs · SQL · Agile · Software Development · Computer Engineering - October 12, 2020"
2176,Senior .NET Developer - Cairo,DMS,"Full Time · Experienced · 2+ Yrs of Exp · Computer Science · .NET · C# · OOP · MVC · .Net Core · Microsoft SQL Server · Oracle DB · jQuery · HTML5 · javaScript · ITI · Configuration · ASP.NET - October 25, 2020"
2177,Sales Specialist (Software),Weblic,"Full Time · Experienced · 2+ Yrs of Exp · Sales · Sales Skills · Sales Target · Lead Generation · Selling · Sales/Retail - October 30, 2020"
2178,Senior Full Stack Java Developer (AWS),Flairstech,"Full Time · Experienced · 5+ Yrs of Exp · javaScript · Java · AWS · Web · Software Development · Computer Science · Information Technology (IT) · Computer Engineering · English · MySQL - October 25, 2020"
2179,Senior Java Developer,DMS,"Full Time · Experienced · 3+ Yrs of Exp · Computer Science · Computer Engineering · Java · ITI · JSF · J2EE · SE · JPA · EJB · Hibernate · Glassfish · Tomcat · Weblogic · Microsoft SQL Server - October 14, 2020"
2180,iOS Mobile Developer,Yis Web,"Full Time · Experienced · 3-5 Yrs of Exp · Computer Science · Information Technology (IT) · iOS · Software Development · Mobile Development · APIs · App Store · Software · Swift · cocoa - October 26, 2020"
2181,Sales Specialist (Software),Weblic,"Full Time · Experienced · 2+ Yrs of Exp · Sales · Sales Skills · Sales Target · Lead Generation · Selling · Sales/Retail - October 30, 2020"
2182,Sales Specialist - Software, ,"Full Time · Experienced · 3-4 Yrs of Exp · Sales · Sales Skills · Software · Sales Software · IT/Software Development · Sales/Retail - September 28, 2020"
2183,Senior .Net Core Developer,Obeikan Digital Solutions,"Full Time · Experienced · 4-7 Yrs of Exp · .NET · Software Development · Computer Science · Information Technology (IT) · C# · MVC · HTML · Angular · OOP · Software · Git · Entity Framework - October 29, 2020"
2184,.Net Core Developer,Obeikan Digital Solutions,"Full Time · Experienced · 2-4 Yrs of Exp · .NET · Software Development · Computer Science · Information Technology (IT) · C# · MVC · Angular · HTML · .NET Core · OOP · Git · Software · MSSQL - October 29, 2020"
2185,Full Stack Developer, ,"Full Time · Work From Home · Volunteering · Experienced · 2-10 Yrs of Exp · Computer Science · Software Development · Information Technology (IT) · React · javaScript · NodeJS · CSS · HTML - November 14, 2020"
2186,Senior Android Developer,SURE International Technology,"Full Time · Experienced · 5+ Yrs of Exp · SQL · OOP · Android · REST · JSON · Android Studio · Information Technology (IT) · Computer Skills · SDK · Design · Software Engineering - November 22, 2020"
2187,Senior .Net Developer,Paxerahealth Corp,"Full Time · Manager · 5+ Yrs of Exp · Computer Science · Biomedical Engineering · Software Development · .NET · Web Development · C# · SQL · MVC · TFS · HTML · IIS · Information Technology (IT) - November 11, 2020"
2188,Junior Back End Developer,AlgorithmZ –Tooli,"Full Time · Entry Level · 1-2 Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Git · Design · EC2 · Troubleshooting · Software · NodeJS · MQ · Kafka · TFS - November 22, 2020"
2189,Senior PHP Developer,Charisma Design,"Full Time · Experienced · 3+ Yrs of Exp · PHP · Software Development · Docker · MySQL · MongoDB · VueJS · PostgreSQL · Python · micro-service · Information Technology (IT) · Computer Science - November 22, 2020"
2190,Front End Developer,AL-Matar,"Full Time · Experienced · 3+ Yrs of Exp · Information Technology (IT) · Software Development · Front-End · Web Development · Angular · CSS · CSS3 · Design · Computer Science · Back-End · REST - November 11, 2020"
2191,Junior .NET Developer / Alexandria, ,"Full Time · Entry Level · 1+ Yrs of Exp · .NET · MVC · C# · TFS · Git · Software Development · Information Technology (IT) · Computer Science · IT/Software Development - October 21, 2020"
2192,Senior (SQA) Software Quality Assurance Engineer,NAOS Marketing,"Full Time · Experienced · 4+ Yrs of Exp · Engineering · Quality Assurance · Computer Science · Software Development · Testing · Agile · TFS · Quality · Software · Selenium · SQL · MS-SQL - October 11, 2020"
2193,Mid Back End Developer,Schoolver,"Full Time · Experienced · 2+ Yrs of Exp · Laravel · SQL · Software · Software Development · MySQL · Agile · Git · Back-End · PHP · VueJS · Information Technology (IT) · Computer Science · MVC - October 12, 2020"
2194,Senior Python Developer,Crevisoft Corporation,"Full Time · Experienced · 2-3 Yrs of Exp · Information Technology (IT) · Telecommunication · Computer Science · Software Development · Software Engineering · Software · Python · HTML · javaScript - October 27, 2020"
2195,Back End Developer,AL-Matar,"Full Time · Experienced · 3+ Yrs of Exp · Software Development · Software Engineering · Information Technology (IT) · MVC · Computer Skills · Computer Science · AWS · Software · Travel · Tourism - November 11, 2020"
2196,Ruby On Rails Developer,Pharous LLC,"Full Time · Part Time · Experienced · 3-5 Yrs of Exp · Ruby On Rails · Ruby · Information Technology (IT) · Computer Science · Software Development · CSS · javaScript · HTML5 · Front-End · MVC - October 27, 2020"
2197,Senior Full Stack JavaScript Developer,Beyond Solution,"Full Time · Experienced · 3+ Yrs of Exp · RESTful · ReactJS · NoSQL · MySQL · MongoDB · Data Science · Data Analytics · Information Technology (IT) · Angular · Computer Science · JavaScript - November 22, 2020"
2198,Java Backend Developer (Spring/ADF),Ithmaar Integrated Solutions,"Full Time · Experienced · 2-4 Yrs of Exp · Computer Science · Java · Software Development · Information Technology (IT) · Spring · ADF · Software Engineering · Back-End · Engineering · Spring Boot - October 27, 2020"
2199,.NET Developer (Desktop Application), ,"Full Time · Experienced · 2-5 Yrs of Exp · Computer Science · Information Technology (IT) · .NET · C# · Software Development · SQL · XML · Software · OOP · Design Patterns · Design · LINQ - October 16, 2020"
2200,Java Developer,Egabi FSI,"Full Time · Experienced · 2-4 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Java · Java SE · Java EE · JBPM · Financial Sector · SQL · Web Development - October 21, 2020"
2201,Front End Wordpress Developer,MK Team Solutions,"Full Time · Entry Level · 1-2 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · CSS · javaScript · HTML5 · HTML · Bootstrap · WordPress · Frameworks · Photoshop - November 16, 2020"
2202,IT Retail Specialist,Elabd Foods,"Full Time · Experienced · 2-4 Yrs of Exp · Males Only · Information Technology (IT) · Retail · IT · Computer Science · Maintenance · Installation · Network Infrastructure · English · AX - September 29, 2020"
2203,NativeScript Mobile Developer,Zeal Rewards,"Full Time · Experienced · 2+ Yrs of Exp · Startup · Information Technology (IT) · Software Engineering · Backend · Clean Code · MYSQL · Laravel · PHP · GitHub · Full-Stack · NoSql · Redis - November 16, 2020"
2204,Junior Mean Stack Developer (Nodejs),EasyKash,"Full Time · Entry Level · 1-2 Yrs of Exp · HTML5 · CSS3 · NodeJS · SQL · jQuery · AngularJS · Agile · Mean Stack · Information Technology (IT) · Computer Science · Software Development · Angular - November 8, 2020"
2205,Senior Software Quality Control Engineer,AlQemam For Programming,"Full Time · Experienced · 3+ Yrs of Exp · QC · Quality Control · Agile · Communication Skills · Engineering · Testing · Computer Science · Auditing Reports · IT/Software Development · Quality - November 9, 2020"
2206,Senior PHP Web Developer,Arabia for Information Technology,"Full Time · Experienced · 5+ Yrs of Exp · PHP · Web Development · Computer Engineering · Computer Science · Software Development · Web Application Design · Laravel · PHP Development · Framework - September 30, 2020"
2207,Senior Full stack Developer (.NET & Angular),El-Taef,Full Time · Experienced · 3-10 Yrs of Exp · SQL · Software Development · .NET · MVC · ASP.NET · Information Technology (IT) · Computer Science · javaScript · Angular · C# · HTML5 · Git - New
2208,Senior iOS Developer,Odiggo,"Full Time · Entry Level · 1-7 Yrs of Exp · Information Technology (IT) · iOS · Software Development · Swift · API · Computer Science · Mobile Development · Development · UX · UI · Objective-C - November 12, 2020"
2209,Business Development Manager,INMA Construction,"Full Time · Manager · 5+ Yrs of Exp · Construction · Business Development · Sales · Sales Skills · Sales Target · Business Development · Sales/Retail - October 22, 2020"
2210,Senior Full Stack Developer,Barcode _Sa,"Full Time · Experienced · 3-4 Yrs of Exp · Programmer · Information Technology (IT) · Computer Science · Engineering · Software Engineering · Web Applications · CSS · XML · APIs · MS ASP · MVC - October 15, 2020"
2211,Junior Java Back End Developer,Elnady Engineering & Agencies,"Full Time · Entry Level · 0-2 Yrs of Exp · Java EE · HTML · javaScript · jQuery · Information Technology (IT) · Software Engineering · Software Development · Computer Science · AJAX · Java - September 28, 2020"
2212,Full Stack Web Developer - Cairo, ,"Full Time · Experienced · 5-8 Yrs of Exp · javaScript · CSS · HTML5 · React · Laravel · PHP · Information Technology (IT) · Computer Science · Software Development · HTML · CSS3 · Python - November 17, 2020"
2213,Senior React Front-End Developer,Your Parts,"Full Time · Experienced · 3+ Yrs of Exp · React · javaScript · Software Development · Computer Science · Agile · Software Engineering · CSS · Information Technology (IT) · HTML - November 9, 2020"
2214,Senior Full Stack Developer, ,"Full Time · Experienced · 5+ Yrs of Exp · Git · MVC · .NET · ASP.NET · C# · HTML5 · SQL · jQuery · javaScript · Software Development · Computer Science · Information Technology (IT) - November 9, 2020"
2215,Backend Developer,JOE13,"Full Time · Experienced · 3+ Yrs of Exp · Software Development · Software Engineering · Back-End · PHP · Python · Programming · Information Technology (IT) · Computer Science · Laravel · javaScript - November 9, 2020"
2216,Senior PHP Developer,Korashi Group,"Full Time · Experienced · 8+ Yrs of Exp · PHP · Information Technology (IT) · Computer Science · Software Development · SQL · AWS · MongoDB · DynamoDB · Laravel · IT/Software Development - October 25, 2020"
2217,Senior .Net Developer,PL-KSA,"Full Time · Experienced · 4+ Yrs of Exp · Startup · Azure · .NET · Git · jQuery · javaScript · Microsoft SQL Server · SQL · WCF · Web API · Information Technology (IT) · Software Development - October 25, 2020"
2218,Senior Backend (Laravel-PHP) Developer, ,"Full Time · Experienced · 4-6 Yrs of Exp · Information Technology (IT) · Computer Science · PHP · Laravel · MySQL · HTML · CSS · MongoDB · Software Development · JS · Backend · Data Structure - November 18, 2020"
2219,Flutter Mobile Apps Developer - Cairo, ,"Full Time · Entry Level · 1-2 Yrs of Exp · Information Technology (IT) · Software Development · iOS · Android · Flutter · Mobile · Native · Computer Science · Mobile Apps · Web · Cross Platform - November 11, 2020"
2220,Senior Backend Developer,CyberTalents,"Full Time · Part Time · Work From Home · Experienced · 3-5 Yrs of Exp · PHP · Laravel · Software Development · Engineering · Computer Science · MVC · AWS · Information Technology (IT) · Backend - November 15, 2020"
2221,Javascript Back-End Developer - Dokki,BAWQ TELECOMM,"Full Time · Experienced · 2-4 Yrs of Exp · IoT · javaScript · TypeScript · Redis · MongoDb · GraphQL · Apollo · Information Technology (IT) · Computer Science · Software Development · Back-End - November 10, 2020"
2222,Java Developer,Centione,"Full Time · Entry Level · 1-3 Yrs of Exp · Java · MVC · J2EE · Software Development · Information Technology (IT) · Computer Science · HTML · CSS · MySQL · Oracle · Spring · Struts · Hibernate - November 7, 2020"
2223,Senior Full Stack Developer,Electrified,"Full Time · Experienced · 5+ Yrs of Exp · SQL · Software Development · CSS · javaScript · Angular · HTML5 · Java · C# · ASP.NET Core ADO.NET C#.Net .NET Core .NEt Full Stack Developer · Git - November 15, 2020"
2224,Senior iOS Developer - Cairo,Glamera,"Full Time · Experienced · 3-5 Yrs of Exp · Objective-C · iOS · Swift · Core Data · Software · Core Animation · Information Technology (IT) · Computer Science · Software Development · JSON · XML - November 18, 2020"
2225,Senior Flutter Developer,Autoly Inc.,Full Time · Work From Home · Experienced · 2+ Yrs of Exp · Flutter · Android · iOS · Mobile Development · Firebase · Information Technology (IT) · Computer Science · APIs · REST · English - New
2226,Senior React Native Developer,Rasan,"Full Time · Experienced · 3-8 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · React · javaScript · Android · REST · APIs · REST APIs · Programming · Native - November 10, 2020"
2227,Mobile Application Developer (Ionic/Angular) -...,Lead Liaison,"Full Time · Entry Level · 1+ Yrs of Exp · Information Technology (IT) · Software Development · Software Engineering · Computer Science · iOS · Android · HTML5 · JavaScript · Cross Platform · Ionic - October 22, 2020"
2228,Odoo Front End Developer, ,"Full Time · Entry Level · 1-2 Yrs of Exp · Information Technology (IT) · Software Development · javaScript · HTML · jQuery · Git · UI · UX · Java · Computer Science · CSS · Design · Angular - November 8, 2020"
2229,Odoo Back End Developer,Peerless,"Full Time · Experienced · 2+ Yrs of Exp · Software Development · Information Technology (IT) · Computer Science · Angular · HTML · JavaScript · Odoo · PostgreSQL · Python · jQuery · XML · API - November 8, 2020"
2230,Senior .Net Developer,FRIDAL,"Full Time · Experienced · 5-7 Yrs of Exp · Information Technology (IT) · .NET · ASP.NET · Computer Science · Computer Engineering · Software Development · C# · MVC · HTML · Angular · OOP - October 6, 2020"
2231,Senior Full-Stack Developer (PHP/Laravel/Vue.js),BeSteam,"Full Time · Experienced · 3-4 Yrs of Exp · Computer Science · Information Technology (IT) · Telecommunication · PHP · Laravel · Git · javaScript · jQuery · HTML5 · CSS3 · VueJS · JS Framework - November 17, 2020"
2232,Senior PHP Developer,UnitLabs,"Full Time · Experienced · 5-8 Yrs of Exp · PHP · Software Development · Software Engineering · Web Development · Computer Science · PHP Development · MySQL · MySQL Database · HTML · CSS · AJAX - October 1, 2020"
2233,iOS Developer - Internship,ElMnassa Innovation & Development,"Internship · Entry Level · 0-1 Yrs of Exp · Information Technology (IT) · Computer Science · Communication Skills · APi · MVC · Git · Xcode IDE · Spatial Reasoning · Design Guidelines · Core Data - November 13, 2020"
2234,Senior Android Developer,ITS,"Full Time · Experienced · 3+ Yrs of Exp · JSON · Android · Information Technology (IT) · Computer Science · Gradle · Mobile Development · Software Development · Android SDK · RESTful · SDK - October 18, 2020"
2235,Business Development Manager,INMA Construction,"Full Time · Manager · 5+ Yrs of Exp · Construction · Business Development · Sales · Sales Skills · Sales Target · Business Development · Sales/Retail - October 22, 2020"
2236,PHP Laravel - Full Stack Developer, ,"Full Time · Experienced · 2+ Yrs of Exp · PHP · Laravel · MySQL · Full Stack · Database Schemas · GraphQL API · RESTful APIs · Full Stack Development · Bootstrap 4 · Software Development · APIs - October 13, 2020"
2237,Flutter Developer - Intern,Magdsoft,"Internship · Entry Level · 0-1 Yrs of Exp · Information Technology (IT) · Software Development · Android · Java · Computer Science · IT/Software Development · Engineering - Telecom/Technology - October 18, 2020"
2238,Senior Software Quality Control Engineer,AlQemam For Programming,"Full Time · Experienced · 3+ Yrs of Exp · QC · Quality Control · Agile · Communication Skills · Engineering · Testing · Computer Science · Auditing Reports · IT/Software Development · Quality - November 9, 2020"
2239,Front End Developer,Pefect Presentation,Full Time · Experienced · 10+ Yrs of Exp · Information Technology (IT) · React · Agile · Design · Computer Science · Software Development · javaScript · HTML · Angular · jQuery · Vue.js - New
2240,iOS Developer - Full Time,ElMnassa Innovation & Development,"Full Time · Experienced · 2-4 Yrs of Exp · Software Development · Fix Bugs · Coding · Information Technology (IT) · Programming · Problem Solving · Software Engineering · REST · JSON · APIs - November 13, 2020"
2241,Flutter Developer,Arabia for Information Technology,"Full Time · Experienced · 3+ Yrs of Exp · Flutter · Dart · Mobile development · Software Development · Code Versioning · Git · Information Technology (IT) · Computer Science · Engineering · GitHub - October 25, 2020"
2242,Senior Android Developer - Heliopolis,Al Amin Technological Systems,"Full Time · Experienced · 3+ Yrs of Exp · Computer Science · Software Engineering · Android · Mobile Development · REST · JSON · Information Technology (IT) · Software Development · Mobile Landscape - November 5, 2020"
2243,Cross Platform Mobile Developer,Master Linux,"Full Time · Experienced · 3-7 Yrs of Exp · React Native · Flutter · Software Development · Software Engineering · React · Android · Programming · Swift · Design · OOP · Computer Science - November 5, 2020"
2244,iOS Application Developer - Remotely work, ,"Part Time · Work From Home · Experienced · 3-5 Yrs of Exp · Computer Science · Information Technology (IT) · Software · ios developer · iOS · application · Software Development · Swift · APIs - November 5, 2020"
2245,iOS Developer - Internship,ElMnassa Innovation & Development,"Internship · Entry Level · 0-1 Yrs of Exp · Information Technology (IT) · Computer Science · Communication Skills · APi · MVC · Git · Xcode IDE · Spatial Reasoning · Design Guidelines · Core Data - November 13, 2020"
2246,Senior Integration .NET Developer,NAOS Marketing,"Full Time · Experienced · 8+ Yrs of Exp · MVC .Net · WinForms · WCF · Information Technology (IT) · Software Development · Computer Science · .NET · C# · MVC · SQL · Agile · Software · TFS - October 11, 2020"
2247,Sales Software Account Manager,Business Supply Hub,"Full Time · Entry Level · 0-3 Yrs of Exp · B2B · Sales · Sales Target · Business Development · Customer Service · Corporate Sales; · Sales Skills · Selling · English · Software Sales · B2B Sales - October 20, 2020"
2248,Mobile Developer,Upper Medic,"Part Time · Work From Home · Experienced · 2-3 Yrs of Exp · Information Technology (IT) · Software Development · React · Software Engineering · React Native · Cross Platform · Computer Science - October 15, 2020"
2249,WordPress Developer,Awdia Technology,"Full Time · Experienced · 2-5 Yrs of Exp · Information Technology (IT) · Computer Science · Programming · Software Development · PHP · Software Engineering · CSS · HTML5 · API · javaScript - November 4, 2020"
2250,Junior Web Developer,El-Amir Group,"Full Time · Experienced · 2-4 Yrs of Exp · .Net · SQL · SSRS · Computer Science · Information Technology (IT) · Software Development · Web Development · Testing · Maintenance - November 12, 2020"
2251,Software Sales Specialist,Online,"Full Time · Experienced · 3+ Yrs of Exp · Computer Science · Sales Skills · Sales · Marketing · Software · Software Development · Communication · Software Sales · Sales Target · Sales/Retail - September 29, 2020"
2252,Senior Developer ( Cairo ),Talent 360,"Full Time · Experienced · 5-7 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Business · Training · Research · Implementation · Technology - November 3, 2020"
2253,Junior/Mid-Level iOS Developer,DEVOPSolution,"Full Time · Experienced · 2+ Yrs of Exp · Information Technology (IT) · Software Engineering · Software Development · Computer Science · iOS · Swift · Git · MVC · Objective C · Agile · REST - November 14, 2020"
2254,Senior Flutter Developer,ITGeeks,"Full Time · Experienced · 2+ Yrs of Exp · Flutter · Mobile Development · Software Development · Development · iOS · Information Technology (IT) · Computer Science · Troubleshooting - September 28, 2020"
2255,Odoo Developer - Cairo,IPC,"Full Time · Experienced · 2-4 Yrs of Exp · Odoo · GIT · Python · Odoo Modules · Design · APIs · Computer Science · Information Technology (IT) · IT/Software Development - November 2, 2020"
2256,Junior iOS Developer, ,"Full Time · Entry Level · 1+ Yrs of Exp · Swift · Git · Computer Science · Information Technology (IT) · Software Development · iOS Development · Computer Engineering · iOS · Engineering · GraphQL - November 2, 2020"
2257,ASP.Net Senior Developer,RMG,"Full Time · Experienced · 6-8 Yrs of Exp · .NET · Software Development · Information Technology (IT) · ASP.NET · ASP · Computer Science · CORE .Net · IT/Software Development - November 2, 2020"
2258,Front End Developer (Angular),iHorizons,"Full Time · Experienced · 3-7 Yrs of Exp · Information Technology (IT) · Software Development · AngularJS · javaScript · Angular 2+ · Typescript · Bootstrap 4 · Flexbox · ReactJs · Redux · Ionic - October 15, 2020"
2259,Senior Back End Developer,Creative Motion,"Full Time · Experienced · 3-5 Yrs of Exp · Architecture · E-commerce · PHP · Wordpress · Restful · Agile · Nodejs · Information Technology (IT) · Software Development · Node.js - October 7, 2020"
2260,Microsoft .NET Developer,EL Mohandess Press,"Full Time · Experienced · 4-8 Yrs of Exp · C# · .NET · SQL · Microsoft SQL Server · Information Technology (IT) · Software Development · Computer Science · Programming · C++ · Python · MS SQL - October 22, 2020"
2261,E-content Developer,eelu,"Full Time · Experienced · 2+ Yrs of Exp · e-course · e-learning · Computer Science · Digital Transformations · Angular · JavaScript · jQuery · ChartJS · SCSS · HTML5 · PHP · MySQL · Design - November 2, 2020"
2262,Senior Drupal Developer,Ark Development,"Full Time · Experienced · 5+ Yrs of Exp · Drupal · PHP · Information Technology (IT) · Computer Science · javaScript · jQuery · CSS · Linux · Git · HTML · CMS · Web Development · Jenkins - September 30, 2020"
2263,Senior ASP.Net Developer,Microtech,"Full Time · Experienced · 5-7 Yrs of Exp · ASP.Net · MS Visual Studio · C# · Programming · C++ · .Net Framework · ERP · Software Development · Computer Science · SQL · HTML · JQuery · Delphi - November 10, 2020"
2264,Senior Full Stack Developer,Cashcall,"Full Time · Experienced · 3-4 Yrs of Exp · Startup · Information Technology (IT) · Telecommunication · Computer Science · Software Development · Software Engineering · Software · Java · Programming - October 29, 2020"
2265,Full Stack Developer,OctopusPro Pty Ltd,"Full Time · Experienced · 3-10 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · javaScript · CSS · Software Engineering · HTML · SQL · Engineering · Software - October 19, 2020"
2266,Web Development Manager,EHG Group,"Full Time · Manager · 8+ Yrs of Exp · Information Technology (IT) · Web Development · Computer Science · Management · SQL · Angular · .Net · IT/Software Development - October 21, 2020"
2267,Senior .NET Programmer/Developer,GULFCYBERTECH,"Full Time · Experienced · 7-10 Yrs of Exp · .NET · Software Development · CSS · HTML5 · CLI · C++ · C# · JScript.NET · Computer Science · Information Technology (IT) · Engineering · J# - October 23, 2020"
2268,Senior PHP Laravel Developer -Full Stack...,RMG,"Full Time · Experienced · 10+ Yrs of Exp · PHP · Information Technology (IT) · Computer Science · Software Development · Ecommerce · Laravel · IT/Software Development - November 8, 2020"
2269,Odoo Developer,Engosoft,"Full Time · Experienced · 2-5 Yrs of Exp · Odoo · Information Technology (IT) · PostgreSQL · Linux · Python · Odoo Modules · Computer Science · Design · Computer Engineering · Git - November 8, 2020"
2270,CET Developer,Advansys ESC,Full Time · Experienced · 2-5 Yrs of Exp · 3D Design · C++ · C# · CET · Computer Science · Engineering · 2D · Information Technology · IT/Software Development · Engineering - Telecom/Technology - New
2271,Front-end Web Developer,Art dimension,"Full Time · Experienced · 4+ Yrs of Exp · Software Development · HTML5 · javaScript · Computer Science · Information Technology (IT) · jQuery · AJAX · SASS · CSS3 · AngularJS · CSS · Git - October 31, 2020"
2272,Senior Full Stack Developer (PHP Laravel), ,"Full Time · Part Time · Work From Home · Experienced · 3+ Yrs of Exp · MySQL · Laravel · Development · Programming · PHP · Git · Information Technology (IT) · JavaScript · HTML · CSS · Vue.js - October 6, 2020"
2273,Software Sales Account Manager - Internship,AFKAR Technology,"Internship · Entry Level · Sales · Computer Engineering · Sales Target · Communication Skills · English · Computer · Engineering · Sales Skills · Computer Science · SWE · IT/Software Development - November 1, 2020"
2274,Full Stack Web Developer,VA Computing Egypt,"Full Time · Experienced · 5+ Yrs of Exp · Software Development · Software Engineering · Full Stack · javaScript · Information Technology (IT) · Computer Science · HTML · CSS · jQuery · Angular - October 25, 2020"
2275,.NET Back-End Web Developer, ,"Full Time · Experienced · 2-5 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · javaScript · ASP.NET · C# · SQL · Agile · OOP · JSON · Software · XML · .NET - October 16, 2020"
2276,Software Sales Specialist,Akhenaton Techology,"Full Time · Experienced · 2-5 Yrs of Exp · Sales · Sales Skills · Sales Target · Software · Skills · Communication Skills · Communication · IT/Software Development · Sales/Retail - November 1, 2020"
2277,Senior MEAN Developer,LINK Development,"Full Time · Experienced · 3-6 Yrs of Exp · MongoDB · Node.js · Docker · Angular · React · SQL · Software · API · javaScript · Jenkins · Information Technology (IT) · Computer Science - September 28, 2020"
2278,Odoo Developer,DGTERA,"Full Time · Experienced · 2-5 Yrs of Exp · Information Technology (IT) · Odoo · Computer Science · Python · PostgreSQL · javaScript · HTML · GIT · Linux · Software Development · PostgreSQL - October 6, 2020"
2279,Assistant Java Developer R1,YELO,"Full Time · Entry Level · 0-2 Yrs of Exp · Computer Science · Information Technology (IT) · Computer Engineering · Java · Software Development · DevOps · Design · Jenkins · JPA · SQL · Development - October 12, 2020"
2280,Mobile App. Senior Developer,Ibn Sina Pharma,"Full Time · Experienced · 3-5 Yrs of Exp · Software Development · iOS · Information Technology (IT) · Computer Science · Software Engineering · Telecom Engineering · Java · C# · Android · APIs - September 27, 2020"
2281,PHP Backend Developer,Objects,"Full Time · Experienced · 2+ Yrs of Exp · SQL · javaScript · XML · PHP · Computer Science · Information Technology (IT) · Software Engineering · Software Development · jQuery · SOAP · REST - October 29, 2020"
2282,Backend Developer - Full Time,ElMnassa Innovation & Development,"Full Time · Entry Level · 1+ Yrs of Exp · Software Development · Fix Bugs · Coding · Information Technology (IT) · PHP · Programming · Software Engineering · HTML · Backend · JSON · CSS · Java - October 13, 2020"
2283,Mobile Developer,ITIDA,"Full Time · Experienced · 5+ Yrs of Exp · Mobile Developer · Information Technology (IT) · Mobile Development · Software Development · Computer Science · Software · Development · Mobile · Developer - October 13, 2020"
2284,Frontend Vue JS / PHP Web Developer,Flairstech,"Full Time · Experienced · 2-6 Yrs of Exp · Information Technology (IT) · PHP · javaScript · HTML · CSS · Web Development · Computer Science · Laravel · MVC · UI · Software · REST · Development - October 8, 2020"
2285,React Native Developer - Cairo,eMarketingo,"Full Time · Experienced · 2+ Yrs of Exp · React Native · Android · iOS · UI · OOP · OOD · RESTful · Git · Scrum · Agile · Software Development · Software Engineering · Software Computer Science - October 5, 2020"
2286,Full Stack Wordpress Developer,Matwaffar,"Full Time · Experienced · 2-5 Yrs of Exp · Computer Science · Software Development · WordPress · Development · PHP · Information Technology (IT) · javaScript · CSS · IT/Software Development - October 8, 2020"
2287,Frontend Developer,KnowledgeNet,"Full Time · Entry Level · 1+ Yrs of Exp · HTML5 · CSS3 · Design · Bootstrap · RESTful · AJAX · Information Technology (IT) · Computer Science · Software Development · javaScript · Engineering - October 20, 2020"
2288,Senior Web Developer,Artapart,"Full Time · Experienced · 3-6 Yrs of Exp · Software Development · Information Technology (IT) · Computer Science · javaScript · PHP · Larvel · Angular · Web Development · PHP Laravel - October 20, 2020"
