,Job_Title,Company_Name,Skills,Level,Type,Job_Category,Years_of_experience
4009,Sales Manager,Cairo Lab," of Exp · Sales · Sales Skills · Sales Target · Customer Service · Management · Marketing · Business Administration · Communication · Administration · Business - October 21, 2020",Manager,Full Time,Software Engneering , Manager · 3-5 Y
4010,Graphic Designer,TruKKer Misr," Graphic Design · Design · Adobe Photoshop · Adobe Illustrator · Graphic · Behance · Fine Arts · Media · Marketing · Photoshop · Illustrator · Graphics - October 6, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
4011,Sales Executive,Stand zone," Customer Service · MS Office · Computer Skills · Administration · Sales Skills · Sales · English · Administration · Customer Service/Support - October 6, 2020",Entry Level,Full Time,Software Engneering ,  1-5 Yrs of Exp
4012,Warehouse Specialist,Allamna Integrated Solutions," Supply Chain · Warehouse · Warehousing · Logistics · Commerce · ERP · English · Logistics/Supply Chain - October 6, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
4013,Low Current Engineer (Design & Programming),Adawliah agency,"· Engineering · Computer Science · Information Technology (IT) · Fire Alarm · Agile · Design · Design Patterns · Communication · Lighting · BMS · Security - October 28, 2020",Experienced,Full Time,Software Engneering ,  8-10 Yrs of Ex
4014,Accountant,Devera Developments," Accounting · Finance · Commerce · Microsoft Office · Financial Analysis · Real Estate · Financial Management · English · Office · Communication - October 5, 2020",Experienced,Full Time,Software Engneering ,  3-4 Yrs of Exp
4015,Internal Audit Officer,Vitas Egypt," Auditing · CIA · Finance · Accounting · Microsoft Office · Computer Skills · Business · Accounting/Finance - October 20, 2020",Experienced,Full Time,Software Engneering ,  2-3 Yrs of Exp
4016,Accountant,Devera Developments," Accounting · Finance · Commerce · Microsoft Office · Financial Analysis · Real Estate · Financial Management · English · Office · Communication - October 5, 2020",Experienced,Full Time,Software Engneering ,  3-4 Yrs of Exp
4017,English Speaking Account Team Leader - Cairo,Sykes Enterprises," of Exp · Team Leader · Customer Service · Customer Care · Customer Support · English · Management · Call Center · Microsoft Office · MS Office · Hardware - September 30, 2020",Manager,Full Time,Software Engneering , Manager · 2-4 Y
4018,Senior Buyer,Ibn Sina Pharma," Buyer · Purchasing · Procurement · Logistics · Supply Chain · Supply Management · ERP · Logistics/Supply Chain · Purchasing/Procurement - October 26, 2020",Experienced,Full Time,Software Engneering ,  3-4 Yrs of Exp
4019,Senior Digital Marketing Executive,Leader,"Marketing · E-marketing · Market Research · SEO · Google Ads · Media · Social Media · Computer Science · Arabic · English · SMO · IT/Software Development - October 27, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
4020,Application Consultant (Microsoft Dynamics AX),BI-Technologies," Dynamics AX · ERP · Microsoft Dynamics AX · ERP Application · Implementation · Business Administration · Finance · Computer Science · Engineering · Retail - November 3, 2020",Experienced,Full Time,Software Engneering ,  2-6 Yrs of Exp
4021,System Engineer (VMware),Hidden Name," Information Technology (IT) · Computer Science · Computer Engineering · Engineering · Cloud Management · VMWare · Linux · VSphere · Cloud · Virtualization - October 26, 2020",Experienced,Full Time,Software Engneering ,  3-8 Yrs of Exp
4022,Social Media Moderator,korAddiction Sports Development & Entertainment, Social Media · Marketing · E-marketing · Online Marketing · Communication Skills · English · Arabic · Social Media Channels · Customer Service/Support - New,Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4023,Maintenance Manager (Large Factory),Pillars,"s of Exp · Engineering · Mechanical · Maintenance · Mechanical Engineering · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical - October 2, 2020",Manager,Full Time,Software Engneering , Manager · 5-15 
4024,Purchasing Supervisor (Packaging Material),EVA Cosmetics," of Exp · Purchasing · Procurement · Packaging · Local Procurement · FMCG · Pharmacy · Cosmetics · Supply Chain · Logistics · Shipping · Oracle - November 4, 2020",Manager,Full Time,Software Engneering , Manager · 5-7 Y
4025,Interior Designer,Hidden Name," Interior Design · AutoCAD · 3ds Max · Applied Arts · Fine Arts · 3D · Communication Skills · Design · Architecture · Drawing · Arts · Photoshop - September 27, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4026,STEAM Instructor - Intern,BeSteam,"nt · Education · Training · Teaching · Instructor · Engineering · Mechatronics · Computer Science · IT Information System · IT/Software Development · Training/Instructor - November 2, 2020",Manager,Internship,Software Engneering ,Internship · Stu
4027,Oracle System Administrator - Cairo,Ghassan Ahmed Alsulaiman for Electronic Services," java SE · Java EE · BPM · Web Services · REST · JSON · SOAPXML · Computer Science · Computer Engineering · Information Technology (IT) · XML · SOAP - October 25, 2020",Experienced,Full Time,Software Engneering ,  4-6 Yrs of Exp
4028,Senior Roaming Specialist,WEData," GSM · Network · Roaming · Telecommunication · Call Center · Business Development · Sales/Retail - November 9, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4029,Fiber Optics Site Engineer,eCompounds," Telecommunication · Electrical Engineering · Engineering · Fiber · FTTx · OTDR · Fiber Optic · AutoCAD · Microsoft Office · Microsoft Excel · Computing - October 21, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4030,Maintenance Manager - Industrial,Sima Food Industries," of Exp · FMCG · Maintenance · Maintenance Management · Engineering · Industrial Engineering · Mechanical Engineering · English · Installation/Maintenance/Repair - October 22, 2020",Manager,Full Time,Software Engneering , Manager · 10+ Y
4031,Property Consultant,M² Developments," Sales · Sales Target · Sales Skills · Real Estate · Rent Property · Customer Service · Customer Care · Customer Support · Property Counseling · English - November 10, 2020",Experienced,Full Time,Software Engneering ,  3-6 Yrs of Exp
4032,Senior Media Buyer,GCCS Ads," Marketing · Campaigns · Twitter · Google Analytics · Media · Social Media · Advertising · Microsoft Excel · Facebook · Marketing/PR/Advertising - October 21, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4033,UI/UX Designer - Shopify,Edu-Fun,"Yrs of Exp · E-commerce · Shopify · CSS3 · javaScript · Design · Programming · Jquery · HTML5 · Information Technology (IT) · UX · UI · Computer Science - October 22, 2020",Entry Level,Full Time,Software Engneering , Part Time ·  1-
4034,Sales Admin,Devera Developments," Females Preferred · Sales · Sales Target · Sales Skills · Sales Admin · Administration · Sales Administration · Microsoft Office · Microsoft Excel - October 5, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4035,IPG Technical Support Specialist,Interact Technology Solutions," Males Preferred · Installation · Technical Support · Information Technology (IT) · Troubleshooting · Computer Science · Hardware · English · Network - October 18, 2020",Entry Level,Full Time,Software Engneering ,  0-5 Yrs of Exp
4036,Cost Accounting Manager,Hidden Name,"rs of Exp · Finance · Financial Management · Financial Analysis · Accounting · CPA · CMA · ERP · Commerce · Management · Communication Skills · Financial · Business - November 12, 2020",Manager,Full Time,Software Engneering , Manager · 15-20
4037,Marketing Technology Specialist,Hidden Name,"Computer Science · Telecom Engineering · Marketing · CRM · PHP · HTML · SQL · ERP · E-marketing · Media · Social Media · REST · JavaScript · Java - October 14, 2020",Entry Level,Full Time,Software Engneering ,  1+ Yrs of Exp 
4038,Network Engineer,Eva Pharma," Computer Science · Networking · Information Technology (IT) · Engineering · Network · English · Computer · Implementation · Science · IS - October 14, 2020",Entry Level,Full Time,Software Engneering ,  0-3 Yrs of Exp
4039,Marketing Director (Regional) Multinational,Pillars," · 15+ Yrs of Exp · Marcomm · Marketing · Market Research · Management · Medical · EMEA · Marketing/PR/Advertising · C-Level Executive/GM/Director - November 12, 2020",Manager,Full Time,Software Engneering , Senior Manageme
4040,German B2B Telesales Executive,Hidden Name," Sales Skills · Communication · B2B · Telesales · Business Administration · English · Business · Sales · German · Sales Target · Sales/Retail - September 29, 2020",Experienced,Full Time,Software Engneering ,  3-6 Yrs of Exp
4041,Senior Security Engineer,QuadraTech for Information Technology," Engineering · Networking · Information Security · Fortinet Security Solutions · NSE · CCNP Security · CCNP · Information Technology (IT) · Computer Science - October 13, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4042,UC Senior Collaboration Engineer,Hidden Name," Information Technology (IT) · Computer Science · Computer Engineering · Cisco · CCNP · Installation · Troubleshooting · Collaboration Engineer · UC - October 13, 2020",Experienced,Full Time,Software Engneering ,  5-8 Yrs of Exp
4043,Workforce Real Time Management Analyst,UX Centers," Operations · Call Center · Genesys · Work Force · eWFM · Customer Service · Customer Care · Customer Support · Analysis · Research · Analyst/Research - November 11, 2020",Entry Level,Full Time,Software Engneering ,  0-1 Yrs of Exp
4044,Design Mechanical Engineer (HVAC -...,Orientals for Urban Development,"Firefighting · HVAC · Plumbing · Engineering · Mechanical Engineering · Design · Design Mechanical · Fire Protection · Mechanical - November 17, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
4045,Accounting Supervisor,Hidden Name," of Exp · Accounting · Finance · Tax · Egyptian Taxes Laws · Accounting/Finance - November 17, 2020",Manager,Full Time,Software Engneering , Manager · 10+ Y
4046,Marketing Director,Edge Holding Group, · 3-6 Yrs of Exp · Marketing · Creative · Real Estate · MBA · Communication · EDGEHolding · Management · Media · Digital Marketing · English · Sales · Sales Skills - New,Manager,Full Time,Software Engneering , Senior Manageme
4047,Oracle HCM Consultant,Pillars,"· Oracle · HCM · Information Technology (IT) · Fusion · SAP · NetSuite · French · English · Customer Management · Customer Service/Support - October 16, 2020",Experienced,Full Time,Software Engneering ,  5-10 Yrs of Ex
4048,Graphics Designer,Micro Engineering,Yrs of Exp · Graphic Design · Adobe Photoshop · Design · Creative · Advertising · Animation · Video · Creative/Design/Art · Marketing/PR/Advertising - New,Experienced,Full Time,Software Engneering , Part Time ·  1-
4049,Graphic Designer,Cleopatra Hospitals Group, Graphic Design · Design · Adobe Photoshop · Applied Arts · Motion · Adobe Illustrator · Graphic · Marketing · Motion Graphics · Creative/Design/Art - New,Experienced,Full Time,Software Engneering ,  4-5 Yrs of Exp
4050,Social Media Specialist,Future Group,"Manager · 2+ Yrs of Exp · Social Media · Community Manager · Facebook · Hootsuite · Cross Culture · Marketing · Journalism · Writing · E-marketing · Media · English - November 3, 2020",Manager,Full Time,Software Engneering , Work From Home 
4051,Sales Admin,Devera Developments," Females Preferred · Sales · Sales Target · Sales Skills · Sales Admin · Administration · Sales Administration · Microsoft Office · Microsoft Excel - October 5, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4052,Senior Digital Marketing Specialist,Microtech," Digital Marketing · Social Media · Marketing · SWOT · Branding · Campaigns · Online Marketing · SEO · Online Strategies · Content · Microsoft Office - October 13, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4053,Senior AP Accountant,MODON Developments," Accounts Payable · Real Estate Development · SAP · Accounting · Finance · AP · Commerce · English · Real Estate · ERP · Construction · Microsoft Office - October 18, 2020",Experienced,Full Time,Software Engneering ,  5-7 Yrs of Exp
4054,Senior Marketing Executive,korAddiction Sports Development & Entertainment,"Sales · Marketing · Sales Skills · Sales Target · English · CRM · B2B · Marketing Campaigns · Management · Business · Sports · Football · Entertainment - November 10, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4055,Sr. Human Resources,Consultant Engineer Bureau," Human Resources (HR) · Recruitment · Talent Acquisition · Human Resources · HR · Human Resources - November 12, 2020",Experienced,Full Time,Software Engneering ,  3-4 Yrs of Exp
4056,Senior Infrastructure Engineer,Flairstech," Infrastructure · Computer Science · Information Technology (IT) · Troubleshooting · Sales · Cisco · Antivirus · CCNA · Backup · Network · Cloud - November 17, 2020",Experienced,Full Time,Software Engneering ,  6-8 Yrs of Exp
4057,Sales Account Manager,SilverLinks,"Sales · Sales Skills · Sales Target · Information Technology (IT) · Computer Science · Engineering · Telecommunication · Telecom Engineering · Customer Care - October 12, 2020",Experienced,Full Time,Software Engneering ,  4+ Yrs of Exp 
4058,Technical Support Engineer,Xceed Contact Center," BGP · OSPF · IS · MPLS · Technical Support · Information Technology (IT) · Computer Science · Engineering · Computer · Science · CCNA · CCNP - November 22, 2020",Entry Level,Full Time,Software Engneering ,  0-1 Yrs of Exp
4059,Senior Brand Consultant,MediaServ," B2B · Sales · Digital Marketing · Business Development · Branding · Business · Marketing · Business Development · Marketing/PR/Advertising · Sales/Retail - October 18, 2020",Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
4060,Senior UI/ UX Designer,Neom Tech,"UX · Information Technology (IT) · UI · Computer Science · Design · CSS · HTML · UI/UX · UI Design · Illustrator · UI/UX Design · UX Design · Creative - November 15, 2020",Experienced,Full Time,Software Engneering ,  6+ Yrs of Exp 
4061,Web Hosting Technical Support Engineer,Nashirnet,"Males Only · Technical Support · Information Technology (IT) · Computer Science · Troubleshooting · Networking · DNS · Linux · Configuring · Security - November 17, 2020",Experienced,Full Time,Software Engneering ,  7+ Yrs of Exp 
4062,Machine Learning Team Lead - (Computer Vision),TensorGraph," of Exp · Deep Learning · Computer Vision · Machine Learning · Artificial Intelligence · Computer Science · Information Technology (IT) · Computer Engineering · Python - September 30, 2020",Manager,Full Time,Software Engneering , Manager · 5-7 Y
4063,Costing Chief Accountant,Royal Lab," of Exp · Accounting · Cost Accounting · Cost · Finance · Financial Analysis · Financial Management · GAAP · Accounting/Finance - September 29, 2020",Manager,Full Time,Software Engneering , Manager · 10+ Y
4064,Customer Care Supervisor - Tanta & Mansoura,El Nahar for Medical Solutions,"of Exp · Customer Care · Customer Service · Customer Support · Sales · Management · Business · Retail · Planning · Customer Service/Support · Operations/Management - November 5, 2020",Manager,Full Time,Software Engneering , Manager · 5+ Yr
4065,Senior Data Analyst,Hidden Name,"· Data Analysis · Analysis · Information Technology (IT) · Business Administration · Information Technology · Computer Science · Data · English · Business - September 29, 2020",Experienced,Full Time,Software Engneering ,  5-10 Yrs of Ex
4066,English Instructor,Engosoft,"· teaching · Education · Training · English · TEFL · Marketing · Management · Education/Teaching · Training/Instructor - October 3, 2020",Experienced,Full Time,Software Engneering ,  3-10 Yrs of Ex
4067,Retail Sales Manager - Paints (Decorative...,Floortec,"rs of Exp · Sales · Retail · Retail Sales · Paints · Business · Sales Skills · Sales Planning · Sales Target · Business Development · Sales/Retail - November 22, 2020",Manager,Full Time,Software Engneering , Manager · 10-15
4068,Project Engineer,Swedish Group,"Engineering · Interior Design · Project Engineer · Architectural Design · Architecture · Sales · Sales Skills · Sales Target · Engineering Sales · Business - October 7, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
4069,Office Manager,Hidden Name," Females Only · Microsoft Office · Office Management · English · MS Office · Communication · Secretary · Administration · Business Administration · Excel - November 12, 2020",Experienced,Full Time,Software Engneering ,  4-8 Yrs of Exp
4070,Creative Content Creator,Hidden Name,"Social Media · Marketing · Content · SEO · Creative · Media · Writing · Articles · Writing Skills · Writing/Editorial · Marketing/PR/Advertising - November 12, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4071,Cost Control Manager,Alkan CIT,"rs of Exp · Cost Control · Project Management · Civil Engineering · Computer Skills · English · Civil · Cost · Engineering - Construction/Civil/Architecture - November 12, 2020",Manager,Full Time,Software Engneering , Manager · 10-15
4072,Digital Marketing Manager,IPC,"s of Exp · Marketing · Digital Marketing · Social Media · Online Marketing · Media · Marketing Campaigns · Project Management · Web Design · Communication · Campaigns - November 12, 2020",Manager,Full Time,Software Engneering , Manager · 9-15 
4073,Network Security Engineer,EGID company," Information Technology (IT) · Networking · Security · CCNP Security · Computer Science · Network Security · Engineering · CCNP · VPN · Network · Computer - October 15, 2020",Experienced,Full Time,Software Engneering ,  4-6 Yrs of Exp
4074,ERP Application Administrator - Odoo,Tredco For Engineering Industries," Odoo · ERP · Information Technology (IT) · Computer Science · Application Admin · IT/Software Development · Engineering - Telecom/Technology - November 18, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4075,Projects Manager,Hidden Name,rs of Exp · Males Only · Engineering · Project Management · Civil Engineering · Management · PMP · Civil · Steel · Steel Fabrication · Project/Program Management - New,Manager,Full Time,Software Engneering , Manager · 10-15
4076,Senior Sales Engineer,TMA For Industrial Supplies," Males Only · Sales Skills · Sales Target · Engineering · Sales · Microsoft Office · English · Electrical · Mechanical · Electrical Engineering · CRM - November 4, 2020",Experienced,Full Time,Software Engneering ,  5-7 Yrs of Exp
4077,SAP FI-CA Consultant,e-finance,"SAP · FI-CA · Information Technology (IT) · Computer Science · Configuration · SAP FI · FI · Accounting/Finance · IT/Software Development - November 11, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
4078,Senior Payroll & Personnel Specialist,Hidden Name," Personnel · Payroll · Human Resources (HR) · Excel · Recruitment · HR · English · Human Resources · HR Diploma · Communication · Human Resources - November 22, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4079,Purchasing Executive (Packaging Material),EVA Cosmetics," Purchasing · Procurement · Packaging · Local Procurement · FMCG · Pharmacy · Cosmetics · Supply Chain · English · Logistics/Supply Chain - October 7, 2020",Experienced,Full Time,Software Engneering ,  5-7 Yrs of Exp
4080,Senior Planning Engineer,Kandil Industries,"Engineering · Business Administration · Supply Chain · Planning · Production · BOM · English · Project Management · MS Office · Planning Engineering - October 12, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4081,Bidding Specialist,Alkan CIT,"Bidding · Google Analytics · Business Administration · Project Management · Sales · Analysis · Computer Skills · Microsoft Office · Arabic · English - October 5, 2020",Experienced,Full Time,Software Engneering ,  7+ Yrs of Exp 
4082,Translation Reviewers -English/Arabic & Vice Versa,db Group,"Editing · Translation · Trados · English · Writing · Arabic · Writing/Editorial - November 1, 2020",Experienced,Full Time,Software Engneering ,  4+ Yrs of Exp 
4083,Senior UI/UX Designer,PaySky,"UI · UX · Design · HTML5 · CSS3 · Information Technology (IT) · Computer Engineering · Computer Science · Adobe Photoshop · Adobe Illustrator · Photoshop - October 3, 2020",Experienced,Full Time,Software Engneering ,  4+ Yrs of Exp 
4084,SOC Analyst/Engineer - KSA,Hidden Name,"SOC · CIH · CIR · CSA · Cyber-Security · Security · NIST · NCA · Computer Security · Cyber Security · Computer Science · Information Technology (IT) - October 5, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
4085,Account Manager,Five," Sales Target · Development · Sales · Sales Skills · Customer Service · Microsoft Office · Management · Microsoft · IT/Software Development - September 27, 2020",Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
4086,Clinical Operations Manager,TCD MENA,"of Exp · Operations · Management · Medicine · CRO · Clinical Research · Clinical Pathology · English · Computer Skills · ICF GCP · FDA · Project Management - October 22, 2020",Manager,Full Time,Software Engneering , Manager · 5+ Yr
4087,Senior Marketing Manager,Al Futtaim,"rs of Exp · Marketing · Social Media · Digital Marketing · Advertising · Management · Digital · Real Estate · Brand Management · Marketing Plan · Marketing Strategy - October 21, 2020",Manager,Full Time,Software Engneering , Manager · 10-15
4088,Senior Graphic Animator,PanExcel," of Exp · Graphic Design · Animation · Adobe Photoshop · Adobe Illustrator · Graphics · Design · UI · UX · Web Development · Mobile Applications · Creative/Design/Art - October 29, 2020",Manager,Full Time,Software Engneering , Manager · 3-6 Y
4089,AI Consultant - Freelance/Project,Hidden Name,"· AI · Artificial Intelligenca · Big Data · Data Analytics · consulting · IT/Software Development - November 15, 2020",Experienced,Full Time,Software Engneering ,·  4-6 Yrs of Ex
4090,PLC Electrical Engineer,Hidden Name," PLC · Electrical Engineering · Engineering · Mechanical Engineering · PLCs · PLC Programming · Electrical · Programming · CAD - October 26, 2020",Experienced,Full Time,Software Engneering ,  5-7 Yrs of Exp
4091,Call Center Agent,Allamna Integrated Solutions," Customer Service · Call Center · Customer Support · Customer Care · Communication · Microsoft Office · CRM · Customer Service/Support - October 26, 2020",Entry Level,Full Time,Software Engneering ,  1-2 Yrs of Exp
4092,Sales Representative,Le Garage Gallery," Sales Target · Sales · Sales Skills · Marketing · Luxury · CRM · Customer Service · Social Media · Communication Skills · Sales/Retail - October 26, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4093,Associate Systems Engineer,Sumerge," Systems · DevOps · Gitlab · Jenkins · Docker · Kubernetes · DHCP · DNS · SSL · TCP · UDP · Information Technology (IT) · Microsoft Server · Tomcat - November 2, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4094,Resident Engineer,eSky IT," Males Preferred · Engineering · CCNA · msca · Networking · VDI · Computer Science · Information Technology (IT) · IT/Software Development - November 2, 2020",Entry Level,Full Time,Software Engneering ,  1-2 Yrs of Exp
4095,Senior Software Engineer,Nana,"of Exp · Computer Science · Information Technology (IT) · Software Engineering · HTML · MySQL · Startup · Programming · Python · UI · Agile · javaScript · React - November 12, 2020",Manager,Full Time,Software Engneering , Manager · 4+ Yr
4096,Sales Representative - Software Solutions,Hidden Name," Information Technology (IT) · Sales · Sales Skills · IT Sales · Online Sales · Indoor Sales · Corporate Sales · B2B · Software Products · CRM · Leads - November 5, 2020",Entry Level,Full Time,Software Engneering ,  1-5 Yrs of Exp
4097,Senior .Net Developer (Backend Developer),GET Group- Egypt," C# · MVC · Software Development · Information Technology (IT) · Angular.JS · Node.JS · Mongo DB · Software Engineering · Computer Science - November 2, 2020",Experienced,Full Time,Software Engneering ,  8-9 Yrs of Exp
4098,Senior Software Quality Control Engineer,BI-Technologies," QC · Automation · Manualtesting · Information Technology (IT) · Engineering · Telecommunication · Quality Control · Computer Engineering · Computer Science - November 8, 2020",Experienced,Full Time,Software Engneering ,  3-6 Yrs of Exp
4099,IT Internship - Alexandria,Sutherland," Information Technology (IT) · Computer Science · Communication Skills · Computer Skills · Microsoft Office · Networking · Networks · CCNA · Engineering - November 19, 2020",Entry Level,Full Time,IT Category,  0-1 Yrs of Exp
4100,Senior PHP Software Engineer - Alexandria,Softxpert Incorporation,"PHP · Computer Science · Computer Engineering · PHP Development · OOP · SDLC · GIT · SVN · Information Technology (IT) · Software · Software Engineering - October 28, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4101,Technical Sales Specialist - IT Security,CrossWorkers,"Customer Support · Sales · Sales Skills · Communication Skills · Computer Skills · Operations · Microsoft Office · Information Technology (IT) · IT Sales - November 1, 2020",Experienced,Full Time,IT Category,  5+ Yrs of Exp 
4102,Software Tester & QA Engineer,Entrepreware," Quality Assurance · Software Testing · Google Compute Engine · Computer Science · Engineering · Software Engineering · Java · AngularJS · MySql · Jasmine - November 17, 2020",Entry Level,Full Time,Software Engneering ,  1-5 Yrs of Exp
4103,IT Help Desk,Keys Group Services," Information Technology (IT) · Computer Hardware · Windows Server 2008 · Networking · Helpdesk · Computer Skills · Installation · Maintenance · Networks - October 26, 2020",Entry Level,Full Time,IT Category,  1-3 Yrs of Exp
4104,Senior Software Automation Tester - Cairo,Naqla,"Males Only · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software Testing · Software · Quality Assurance - November 10, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
4105,Software Business Analyst - ERP,eDoctor Software,"rs of Exp · ERP · Software · Business Analysis · Information Technology (IT) · Software Development · English · IT/Software Development · Analyst/Research - October 28, 2020",Experienced,Full Time And Part Time,Software Engneering ,Part Time ·  3-6
4106,Senior Android Developer,Brightbrains,"3+ Yrs of Exp · Android · Information Technology (IT) · Computer Science · Software Development · Java · Android SDK · Software · RESTful · Agile · UI · SDK - October 21, 2020",Experienced,Full Time,Software Engneering ,Work From Home ·
4107,Senior iOS Developer,Brightbrains,"4+ Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · iOS · Swift · Git · APIs · UI · RESTful · Software · RESTful APIs · MVVM - October 21, 2020",Experienced,Full Time,Software Engneering ,Work From Home ·
4108,Software Tester and QA - Nasr City,Maxycode," QA · Information Technology (IT) · Software Testing · Communication Skills · Computer Science · Quality Assurance · Quality · IT/Software Development - November 1, 2020",Experienced,Full Time,Software Engneering ,  3-7 Yrs of Exp
4109,Software Testing Specialist,PMaestro, Test · Development · Computer Science · Testing · Information Technology (IT) · Software Testing · Engineering · ISTQB · Automation · Automation Testing - New,Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4110,Senior Software Engineer,Wadi Degla Group," Computer Science · Software Development · Information Technology (IT) · Software Engineering · javaScript · HTML · Angular · CSS · SQL · MVC · jQuery - November 12, 2020",Experienced,Full Time,Software Engneering ,  4-7 Yrs of Exp
4111,IT Help Desk Team leader - Multinational FMCG...,Hidden Name," of Exp · Computer Science · Help Desk · Information Technology (IT) · Telecom · Engineering · Installation · Automation · Office Automation · Troubleshooting · English - November 22, 2020",Manager,Full Time,IT Category, Manager · 3-5 Y
4112,IT Specialist,Ideal House,"Information Technology (IT) · DHCP · DNS · Installation · Software · Computer Hardware · CCTV · Networks · Computer Maintenance · Help Disk · Maintenance - October 1, 2020",Experienced,Full Time,IT Category,  3+ Yrs of Exp 
4113,IT Sales Engineer,cloud4rain," Information Technology (IT) · Sales Skills · Computer Science · Sales · English · B2B Sales · Software · Marketing · IT/Software Development - October 14, 2020",Experienced,Full Time,IT Category,  3-5 Yrs of Exp
4114,IT Director,Hidden Name," · 15+ Yrs of Exp · IT · Information Technology (IT) · Computer Science · Programming · MBA · Computer Engineering · IT/Software Development - November 12, 2020",Manager,Full Time,IT Category, Senior Manageme
4115,Payroll And Personnel Specialist,ProService," Males Only · Personnel · Payroll · Human Resources (HR) · Human Resources - October 25, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
4116,Office Manager,Premier Services and Recruitment,"s of Exp · Microsoft Office · Office Management · Administration · Secretary · Admin · Finance · English · Sales · Business Administration · Operations · MS Office - October 18, 2020",Manager,Full Time,Software Engneering , Manager · 7-10 
4117,Microsoft Dynamics AX Operation Manager,CompactSoft International,"s of Exp · Operations · Management · Leadership · Communication · English · Finance · Business · Operation · Information Technology · IT/Software Development - October 19, 2020",Manager,Full Time,Software Engneering , Manager · 8-10 
4118,Product Manager,Future Group,"of Exp · Product Management · Information Technology (IT) · Sales · Social Media · English · Communication Skills · Business · Media · Communication · Technical - November 18, 2020",Manager,Full Time,Software Engneering , Manager · 5+ Yr
4119,UI/UX Designer,Yis Web," Information Technology (IT) · UI · UX · Computer Science · Design · Sketch · Illustrator · Android · User Interface · Wireframes · XD · Web · iOS - October 26, 2020",Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
4120,Head Of Marketing,Notion International School,"of Exp · Sales · Marketing · Google Drive · Microsoft Office · Social Media · Media · E-marketing · SEO · Advertising · Content Management · Content Marketing - October 12, 2020",Manager,Full Time,Software Engneering , Manager · 7+ Yr
4121,Network Engineer,Qsource," Information Technology (IT) · Computer Science · Engineering · CCTV · Networking · English · Computer Engineering · Network Engineering · Installation - October 27, 2020",Entry Level,Full Time,Software Engneering ,  1-2 Yrs of Exp
4122,Payable Accounting Supervisor,Nile Air,"s of Exp · Finance · Payable Supervisor · Accountant · Commerce · MS Office · English · SAP · Financial Analysis · Accounts Payable · Accounting · Accounting/Finance - October 20, 2020",Manager,Full Time,Software Engneering , Manager · 7-10 
4123,Business Analysis Officer,Misr Elkheir Foundation," Financial Analysis · Excel · Finance · Accounting/Finance · Business Development · Analyst/Research - October 20, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4124,Competitive Intelligence Officer,Misr Elkheir Foundation," CI · Analysis · Project Management · Planning · Accounting/Finance · Business Development · Analyst/Research - October 20, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4125,chief of accounts,AlAlamia International," Accounting · Finance · ERP · CPA · Accounts Payable · Financial Analysis · Accounting/Finance · Banking · Operations/Management - October 20, 2020",Experienced,Full Time,Software Engneering ,  7-9 Yrs of Exp
